date,home_team,away_team,home_score,away_score,home_odds,away_odds,url,sport,tournament,season,handicap,comment
2023-06-13,Denver Nuggets,Miami Heat,,94,1.29,3.75,https://www.oddsportal.com/basketball/usa/nba-2022-2023/denver-nuggets-miami-heat-CdcbfwIf/,nba,NBA,2022/2023,"{""195.5"": {""label"": 195.5, ""odds_over"": 1.18, ""odds_under"": 4.2}, ""197.5"": {""label"": 197.5, ""odds_over"": 1.2, ""odds_under"": 4.0}, ""198.5"": {""label"": 198.5, ""odds_over"": 1.23, ""odds_under"": 3.75}, ""199.5"": {""label"": 199.5, ""odds_over"": 1.26, ""odds_under"": 3.5}, ""200.5"": {""label"": 200.5, ""odds_over"": 1.31, ""odds_under"": 3.25}, ""201.5"": {""label"": 201.5, ""odds_over"": 1.36, ""odds_under"": 3.03}, ""202.5"": {""label"": 202.5, ""odds_over"": 1.4, ""odds_under"": 2.84}, ""203.5"": {""label"": 203.5, ""odds_over"": 1.45, ""odds_under"": 2.65}, ""204.5"": {""label"": 204.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""205.5"": {""label"": 205.5, ""odds_over"": 1.57, ""odds_under"": 2.37}, ""206.5"": {""label"": 206.5, ""odds_over"": 1.62, ""odds_under"": 2.26}, ""207.5"": {""label"": 207.5, ""odds_over"": 1.7, ""odds_under"": 2.13}, ""208.5"": {""label"": 208.5, ""odds_over"": 1.77, ""odds_under"": 2.04}, ""209.5"": {""label"": 209.5, ""odds_over"": 1.85, ""odds_under"": 1.94}, ""210.5"": {""label"": 210.5, ""odds_over"": 1.94, ""odds_under"": 1.86}, ""211.5"": {""label"": 211.5, ""odds_over"": 2.03, ""odds_under"": 1.78}, ""212.5"": {""label"": 212.5, ""odds_over"": 2.15, ""odds_under"": 1.69}, ""213.5"": {""label"": 213.5, ""odds_over"": 2.26, ""odds_under"": 1.62}, ""214.5"": {""label"": 214.5, ""odds_over"": 2.39, ""odds_under"": 1.55}, ""215.5"": {""label"": 215.5, ""odds_over"": 2.48, ""odds_under"": 1.51}, ""216.5"": {""label"": 216.5, ""odds_over"": 2.63, ""odds_under"": 1.46}, ""217.5"": {""label"": 217.5, ""odds_over"": 2.83, ""odds_under"": 1.4}, ""218.5"": {""label"": 218.5, ""odds_over"": 3.0, ""odds_under"": 1.36}, ""219.5"": {""label"": 219.5, ""odds_over"": 3.25, ""odds_under"": 1.31}, ""220.5"": {""label"": 220.5, ""odds_over"": 3.45, ""odds_under"": 1.27}, ""221.5"": {""label"": 221.5, ""odds_over"": 3.7, ""odds_under"": 1.24}, ""222.5"": {""label"": 222.5, ""odds_over"": 3.95, ""odds_under"": 1.21}}",
2023-06-10,Miami Heat,Denver Nuggets,95,108,2.22,1.70,https://www.oddsportal.com/basketball/usa/nba-2022-2023/miami-heat-denver-nuggets-McoBe1r8/,nba,NBA,2022/2023,"{""199.5"": {""label"": 199.5, ""odds_over"": 1.19, ""odds_under"": 4.1}, ""200.5"": {""label"": 200.5, ""odds_over"": 1.23, ""odds_under"": 3.75}, ""201.5"": {""label"": 201.5, ""odds_over"": 1.26, ""odds_under"": 3.5}, ""202.5"": {""label"": 202.5, ""odds_over"": 1.3, ""odds_under"": 3.25}, ""203.5"": {""label"": 203.5, ""odds_over"": 1.35, ""odds_under"": 3.05}, ""204.5"": {""label"": 204.5, ""odds_over"": 1.44, ""odds_under"": 2.73}, ""205.5"": {""label"": 205.5, ""odds_over"": 1.49, ""odds_under"": 2.53}, ""206.5"": {""label"": 206.5, ""odds_over"": 1.54, ""odds_under"": 2.42}, ""207.5"": {""label"": 207.5, ""odds_over"": 1.59, ""odds_under"": 2.32}, ""208.5"": {""label"": 208.5, ""odds_over"": 1.65, ""odds_under"": 2.2}, ""209.5"": {""label"": 209.5, ""odds_over"": 1.73, ""odds_under"": 2.1}, ""210.5"": {""label"": 210.5, ""odds_over"": 1.8, ""odds_under"": 2.01}, ""211.5"": {""label"": 211.5, ""odds_over"": 1.9, ""odds_under"": 1.92}, ""212.5"": {""label"": 212.5, ""odds_over"": 1.98, ""odds_under"": 1.82}, ""213.5"": {""label"": 213.5, ""odds_over"": 2.07, ""odds_under"": 1.74}, ""214.5"": {""label"": 214.5, ""odds_over"": 2.19, ""odds_under"": 1.67}, ""215.5"": {""label"": 215.5, ""odds_over"": 2.3, ""odds_under"": 1.6}, ""216.5"": {""label"": 216.5, ""odds_over"": 2.42, ""odds_under"": 1.54}, ""217.5"": {""label"": 217.5, ""odds_over"": 2.6, ""odds_under"": 1.48}, ""218.5"": {""label"": 218.5, ""odds_over"": 2.75, ""odds_under"": 1.42}, ""219.5"": {""label"": 219.5, ""odds_over"": 2.95, ""odds_under"": 1.37}, ""220.5"": {""label"": 220.5, ""odds_over"": 3.15, ""odds_under"": 1.33}, ""221.5"": {""label"": 221.5, ""odds_over"": 3.35, ""odds_under"": 1.28}, ""222.5"": {""label"": 222.5, ""odds_over"": 3.6, ""odds_under"": 1.25}, ""223.5"": {""label"": 223.5, ""odds_over"": 3.9, ""odds_under"": 1.21}, ""224.5"": {""label"": 224.5, ""odds_over"": 4.2, ""odds_under"": 1.18}}",
2023-06-08,Miami Heat,Denver Nuggets,94,109,2.41,1.61,https://www.oddsportal.com/basketball/usa/nba-2022-2023/miami-heat-denver-nuggets-8fcTWH57/,nba,NBA,2022/2023,"{""200.5"": {""label"": 200.5, ""odds_over"": 1.19, ""odds_under"": 4.1}, ""201.5"": {""label"": 201.5, ""odds_over"": 1.23, ""odds_under"": 3.8}, ""202.5"": {""label"": 202.5, ""odds_over"": 1.26, ""odds_under"": 3.5}, ""203.5"": {""label"": 203.5, ""odds_over"": 1.3, ""odds_under"": 3.25}, ""204.5"": {""label"": 204.5, ""odds_over"": 1.39, ""odds_under"": 2.9}, ""205.5"": {""label"": 205.5, ""odds_over"": 1.44, ""odds_under"": 2.73}, ""206.5"": {""label"": 206.5, ""odds_over"": 1.49, ""odds_under"": 2.55}, ""207.5"": {""label"": 207.5, ""odds_over"": 1.54, ""odds_under"": 2.42}, ""208.5"": {""label"": 208.5, ""odds_over"": 1.59, ""odds_under"": 2.32}, ""209.5"": {""label"": 209.5, ""odds_over"": 1.65, ""odds_under"": 2.2}, ""210.5"": {""label"": 210.5, ""odds_over"": 1.72, ""odds_under"": 2.1}, ""211.5"": {""label"": 211.5, ""odds_over"": 1.8, ""odds_under"": 2.01}, ""212.5"": {""label"": 212.5, ""odds_over"": 1.9, ""odds_under"": 1.92}, ""213.5"": {""label"": 213.5, ""odds_over"": 1.95, ""odds_under"": 1.85}, ""214.5"": {""label"": 214.5, ""odds_over"": 2.07, ""odds_under"": 1.75}, ""215.5"": {""label"": 215.5, ""odds_over"": 2.19, ""odds_under"": 1.67}, ""216.5"": {""label"": 216.5, ""odds_over"": 2.3, ""odds_under"": 1.6}, ""217.5"": {""label"": 217.5, ""odds_over"": 2.42, ""odds_under"": 1.54}, ""218.5"": {""label"": 218.5, ""odds_over"": 2.58, ""odds_under"": 1.48}, ""219.5"": {""label"": 219.5, ""odds_over"": 2.75, ""odds_under"": 1.43}, ""220.5"": {""label"": 220.5, ""odds_over"": 2.93, ""odds_under"": 1.38}, ""221.5"": {""label"": 221.5, ""odds_over"": 3.08, ""odds_under"": 1.35}, ""222.5"": {""label"": 222.5, ""odds_over"": 3.3, ""odds_under"": 1.29}, ""223.5"": {""label"": 223.5, ""odds_over"": 3.55, ""odds_under"": 1.25}, ""224.5"": {""label"": 224.5, ""odds_over"": 3.8, ""odds_under"": 1.22}, ""225.5"": {""label"": 225.5, ""odds_over"": 4.1, ""odds_under"": 1.19}, ""227.5"": {""label"": 227.5, ""odds_over"": 4.1, ""odds_under"": 1.19}}",
2023-06-05,Denver Nuggets,Miami Heat,108,111,1.28,3.80,https://www.oddsportal.com/basketball/usa/nba-2022-2023/denver-nuggets-miami-heat-figPXcj1/,nba,NBA,2022/2023,"{""205.5"": {""label"": 205.5, ""odds_over"": 1.29, ""odds_under"": 3.45}, ""206.5"": {""label"": 206.5, ""odds_over"": 1.31, ""odds_under"": 3.3}, ""207.5"": {""label"": 207.5, ""odds_over"": 1.34, ""odds_under"": 3.15}, ""208.5"": {""label"": 208.5, ""odds_over"": 1.39, ""odds_under"": 2.9}, ""209.5"": {""label"": 209.5, ""odds_over"": 1.43, ""odds_under"": 2.75}, ""210.5"": {""label"": 210.5, ""odds_over"": 1.47, ""odds_under"": 2.6}, ""211.5"": {""label"": 211.5, ""odds_over"": 1.53, ""odds_under"": 2.4}, ""212.5"": {""label"": 212.5, ""odds_over"": 1.59, ""odds_under"": 2.3}, ""213.5"": {""label"": 213.5, ""odds_over"": 1.65, ""odds_under"": 2.19}, ""214.5"": {""label"": 214.5, ""odds_over"": 1.73, ""odds_under"": 2.06}, ""215.5"": {""label"": 215.5, ""odds_over"": 1.8, ""odds_under"": 1.97}, ""216.5"": {""label"": 216.5, ""odds_over"": 1.91, ""odds_under"": 1.91}, ""217.5"": {""label"": 217.5, ""odds_over"": 1.97, ""odds_under"": 1.8}, ""218.5"": {""label"": 218.5, ""odds_over"": 2.06, ""odds_under"": 1.73}, ""219.5"": {""label"": 219.5, ""odds_over"": 2.19, ""odds_under"": 1.65}, ""220.5"": {""label"": 220.5, ""odds_over"": 2.3, ""odds_under"": 1.59}, ""221.5"": {""label"": 221.5, ""odds_over"": 2.4, ""odds_under"": 1.54}, ""222.5"": {""label"": 222.5, ""odds_over"": 2.55, ""odds_under"": 1.49}, ""223.5"": {""label"": 223.5, ""odds_over"": 2.65, ""odds_under"": 1.44}, ""224.5"": {""label"": 224.5, ""odds_over"": 2.9, ""odds_under"": 1.39}, ""225.5"": {""label"": 225.5, ""odds_over"": 3.1, ""odds_under"": 1.35}, ""226.5"": {""label"": 226.5, ""odds_over"": 3.25, ""odds_under"": 1.32}}",
2023-06-02,Denver Nuggets,Miami Heat,,104,1.26,3.97,https://www.oddsportal.com/basketball/usa/nba-2022-2023/denver-nuggets-miami-heat-CS3KYwye/,nba,NBA,2022/2023,"{""208.5"": {""label"": 208.5, ""odds_over"": 1.29, ""odds_under"": 3.4}, ""209.5"": {""label"": 209.5, ""odds_over"": 1.33, ""odds_under"": 3.15}, ""210.5"": {""label"": 210.5, ""odds_over"": 1.38, ""odds_under"": 2.95}, ""211.5"": {""label"": 211.5, ""odds_over"": 1.43, ""odds_under"": 2.75}, ""212.5"": {""label"": 212.5, ""odds_over"": 1.47, ""odds_under"": 2.6}, ""213.5"": {""label"": 213.5, ""odds_over"": 1.53, ""odds_under"": 2.4}, ""214.5"": {""label"": 214.5, ""odds_over"": 1.59, ""odds_under"": 2.3}, ""215.5"": {""label"": 215.5, ""odds_over"": 1.65, ""odds_under"": 2.19}, ""216.5"": {""label"": 216.5, ""odds_over"": 1.73, ""odds_under"": 2.06}, ""217.5"": {""label"": 217.5, ""odds_over"": 1.8, ""odds_under"": 1.97}, ""218.5"": {""label"": 218.5, ""odds_over"": 1.91, ""odds_under"": 1.91}, ""219.5"": {""label"": 219.5, ""odds_over"": 1.97, ""odds_under"": 1.8}, ""220.5"": {""label"": 220.5, ""odds_over"": 2.06, ""odds_under"": 1.73}, ""221.5"": {""label"": 221.5, ""odds_over"": 2.19, ""odds_under"": 1.65}, ""222.5"": {""label"": 222.5, ""odds_over"": 2.3, ""odds_under"": 1.59}, ""223.5"": {""label"": 223.5, ""odds_over"": 2.4, ""odds_under"": 1.54}, ""224.5"": {""label"": 224.5, ""odds_over"": 2.55, ""odds_under"": 1.49}, ""225.5"": {""label"": 225.5, ""odds_over"": 2.65, ""odds_under"": 1.44}, ""226.5"": {""label"": 226.5, ""odds_over"": 2.9, ""odds_under"": 1.39}, ""227.5"": {""label"": 227.5, ""odds_over"": 3.1, ""odds_under"": 1.35}, ""228.5"": {""label"": 228.5, ""odds_over"": 3.25, ""odds_under"": 1.32}}",
2023-05-30,Boston Celtics,Miami Heat,84,103,1.34,3.37,https://www.oddsportal.com/basketball/usa/nba-2022-2023/boston-celtics-miami-heat-CSyLZsXG/,nba,NBA,2022/2023,"{""191.5"": {""label"": 191.5, ""odds_over"": 1.19, ""odds_under"": 4.1}, ""192.5"": {""label"": 192.5, ""odds_over"": 1.22, ""odds_under"": 3.85}, ""193.5"": {""label"": 193.5, ""odds_over"": 1.25, ""odds_under"": 3.55}, ""194.5"": {""label"": 194.5, ""odds_over"": 1.29, ""odds_under"": 3.35}, ""195.5"": {""label"": 195.5, ""odds_over"": 1.33, ""odds_under"": 3.1}, ""196.5"": {""label"": 196.5, ""odds_over"": 1.38, ""odds_under"": 2.9}, ""197.5"": {""label"": 197.5, ""odds_over"": 1.43, ""odds_under"": 2.7}, ""198.5"": {""label"": 198.5, ""odds_over"": 1.48, ""odds_under"": 2.55}, ""199.5"": {""label"": 199.5, ""odds_over"": 1.54, ""odds_under"": 2.43}, ""200.5"": {""label"": 200.5, ""odds_over"": 1.61, ""odds_under"": 2.3}, ""201.5"": {""label"": 201.5, ""odds_over"": 1.68, ""odds_under"": 2.17}, ""202.5"": {""label"": 202.5, ""odds_over"": 1.77, ""odds_under"": 2.06}, ""203.5"": {""label"": 203.5, ""odds_over"": 1.86, ""odds_under"": 1.96}, ""204.5"": {""label"": 204.5, ""odds_over"": 1.93, ""odds_under"": 1.89}, ""205.5"": {""label"": 205.5, ""odds_over"": 2.06, ""odds_under"": 1.77}, ""206.5"": {""label"": 206.5, ""odds_over"": 2.16, ""odds_under"": 1.7}, ""207.5"": {""label"": 207.5, ""odds_over"": 2.28, ""odds_under"": 1.62}, ""208.5"": {""label"": 208.5, ""odds_over"": 2.4, ""odds_under"": 1.55}, ""209.5"": {""label"": 209.5, ""odds_over"": 2.55, ""odds_under"": 1.49}, ""210.5"": {""label"": 210.5, ""odds_over"": 2.7, ""odds_under"": 1.44}, ""211.5"": {""label"": 211.5, ""odds_over"": 2.85, ""odds_under"": 1.38}, ""212.5"": {""label"": 212.5, ""odds_over"": 3.05, ""odds_under"": 1.35}, ""213.5"": {""label"": 213.5, ""odds_over"": 3.25, ""odds_under"": 1.3}, ""214.5"": {""label"": 214.5, ""odds_over"": 3.5, ""odds_under"": 1.26}, ""215.5"": {""label"": 215.5, ""odds_over"": 3.75, ""odds_under"": 1.23}, ""216.5"": {""label"": 216.5, ""odds_over"": 4.0, ""odds_under"": 1.2}}",
2023-05-28,Miami Heat,Boston Celtics,103,104,2.09,1.78,https://www.oddsportal.com/basketball/usa/nba-2022-2023/miami-heat-boston-celtics-hfmyfhOC/,nba,NBA,2022/2023,"{""196.5"": {""label"": 196.5, ""odds_over"": 1.2, ""odds_under"": 4.0}, ""197.5"": {""label"": 197.5, ""odds_over"": 1.23, ""odds_under"": 3.75}, ""198.5"": {""label"": 198.5, ""odds_over"": 1.26, ""odds_under"": 3.5}, ""199.5"": {""label"": 199.5, ""odds_over"": 1.3, ""odds_under"": 3.25}, ""200.5"": {""label"": 200.5, ""odds_over"": 1.34, ""odds_under"": 3.05}, ""201.5"": {""label"": 201.5, ""odds_over"": 1.4, ""odds_under"": 2.85}, ""202.5"": {""label"": 202.5, ""odds_over"": 1.45, ""odds_under"": 2.65}, ""203.5"": {""label"": 203.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""204.5"": {""label"": 204.5, ""odds_over"": 1.57, ""odds_under"": 2.38}, ""205.5"": {""label"": 205.5, ""odds_over"": 1.64, ""odds_under"": 2.25}, ""206.5"": {""label"": 206.5, ""odds_over"": 1.72, ""odds_under"": 2.12}, ""207.5"": {""label"": 207.5, ""odds_over"": 1.8, ""odds_under"": 2.02}, ""208.5"": {""label"": 208.5, ""odds_over"": 1.9, ""odds_under"": 1.92}, ""209.5"": {""label"": 209.5, ""odds_over"": 1.98, ""odds_under"": 1.84}, ""210.5"": {""label"": 210.5, ""odds_over"": 2.08, ""odds_under"": 1.75}, ""211.5"": {""label"": 211.5, ""odds_over"": 2.18, ""odds_under"": 1.68}, ""212.5"": {""label"": 212.5, ""odds_over"": 2.3, ""odds_under"": 1.61}, ""213.5"": {""label"": 213.5, ""odds_over"": 2.43, ""odds_under"": 1.54}, ""214.5"": {""label"": 214.5, ""odds_over"": 2.6, ""odds_under"": 1.48}, ""215.5"": {""label"": 215.5, ""odds_over"": 2.75, ""odds_under"": 1.43}, ""216.5"": {""label"": 216.5, ""odds_over"": 2.9, ""odds_under"": 1.38}, ""217.5"": {""label"": 217.5, ""odds_over"": 3.1, ""odds_under"": 1.33}, ""218.5"": {""label"": 218.5, ""odds_over"": 3.3, ""odds_under"": 1.29}, ""219.5"": {""label"": 219.5, ""odds_over"": 3.55, ""odds_under"": 1.25}, ""220.5"": {""label"": 220.5, ""odds_over"": 3.8, ""odds_under"": 1.22}, ""221.5"": {""label"": 221.5, ""odds_over"": 4.1, ""odds_under"": 1.19}}",
2023-05-26,Boston Celtics,Miami Heat,,110,1.31,3.60,https://www.oddsportal.com/basketball/usa/nba-2022-2023/boston-celtics-miami-heat-QDK5FeWL/,nba,NBA,2022/2023,"{""201.5"": {""label"": 201.5, ""odds_over"": 1.19, ""odds_under"": 4.2}, ""202.5"": {""label"": 202.5, ""odds_over"": 1.21, ""odds_under"": 3.9}, ""203.5"": {""label"": 203.5, ""odds_over"": 1.25, ""odds_under"": 3.6}, ""204.5"": {""label"": 204.5, ""odds_over"": 1.28, ""odds_under"": 3.35}, ""205.5"": {""label"": 205.5, ""odds_over"": 1.32, ""odds_under"": 3.15}, ""206.5"": {""label"": 206.5, ""odds_over"": 1.37, ""odds_under"": 2.95}, ""207.5"": {""label"": 207.5, ""odds_over"": 1.42, ""odds_under"": 2.75}, ""208.5"": {""label"": 208.5, ""odds_over"": 1.48, ""odds_under"": 2.6}, ""209.5"": {""label"": 209.5, ""odds_over"": 1.54, ""odds_under"": 2.43}, ""210.5"": {""label"": 210.5, ""odds_over"": 1.6, ""odds_under"": 2.3}, ""211.5"": {""label"": 211.5, ""odds_over"": 1.68, ""odds_under"": 2.18}, ""212.5"": {""label"": 212.5, ""odds_over"": 1.75, ""odds_under"": 2.08}, ""213.5"": {""label"": 213.5, ""odds_over"": 1.84, ""odds_under"": 1.98}, ""214.5"": {""label"": 214.5, ""odds_over"": 1.92, ""odds_under"": 1.9}, ""215.5"": {""label"": 215.5, ""odds_over"": 2.0, ""odds_under"": 1.82}, ""216.5"": {""label"": 216.5, ""odds_over"": 2.1, ""odds_under"": 1.74}, ""217.5"": {""label"": 217.5, ""odds_over"": 2.2, ""odds_under"": 1.66}, ""218.5"": {""label"": 218.5, ""odds_over"": 2.33, ""odds_under"": 1.6}, ""219.5"": {""label"": 219.5, ""odds_over"": 2.48, ""odds_under"": 1.53}, ""220.5"": {""label"": 220.5, ""odds_over"": 2.6, ""odds_under"": 1.47}, ""221.5"": {""label"": 221.5, ""odds_over"": 2.8, ""odds_under"": 1.41}, ""222.5"": {""label"": 222.5, ""odds_over"": 2.95, ""odds_under"": 1.37}, ""223.5"": {""label"": 223.5, ""odds_over"": 3.15, ""odds_under"": 1.32}, ""224.5"": {""label"": 224.5, ""odds_over"": 3.35, ""odds_under"": 1.29}, ""225.5"": {""label"": 225.5, ""odds_over"": 3.6, ""odds_under"": 1.25}, ""226.5"": {""label"": 226.5, ""odds_over"": 3.85, ""odds_under"": 1.22}, ""227.5"": {""label"": 227.5, ""odds_over"": 4.2, ""odds_under"": 1.19}}",
2023-05-24,Miami Heat,Boston Celtics,99,116,1.85,1.98,https://www.oddsportal.com/basketball/usa/nba-2022-2023/miami-heat-boston-celtics-Yiad6Wqr/,nba,NBA,2022/2023,"{""204.5"": {""label"": 204.5, ""odds_over"": 1.2, ""odds_under"": 4.0}, ""205.5"": {""label"": 205.5, ""odds_over"": 1.23, ""odds_under"": 3.75}, ""206.5"": {""label"": 206.5, ""odds_over"": 1.26, ""odds_under"": 3.5}, ""207.5"": {""label"": 207.5, ""odds_over"": 1.3, ""odds_under"": 3.25}, ""208.5"": {""label"": 208.5, ""odds_over"": 1.35, ""odds_under"": 3.05}, ""209.5"": {""label"": 209.5, ""odds_over"": 1.4, ""odds_under"": 2.85}, ""210.5"": {""label"": 210.5, ""odds_over"": 1.45, ""odds_under"": 2.65}, ""211.5"": {""label"": 211.5, ""odds_over"": 1.5, ""odds_under"": 2.5}, ""212.5"": {""label"": 212.5, ""odds_over"": 1.57, ""odds_under"": 2.38}, ""213.5"": {""label"": 213.5, ""odds_over"": 1.63, ""odds_under"": 2.25}, ""214.5"": {""label"": 214.5, ""odds_over"": 1.71, ""odds_under"": 2.15}, ""215.5"": {""label"": 215.5, ""odds_over"": 1.79, ""odds_under"": 2.04}, ""216.5"": {""label"": 216.5, ""odds_over"": 1.89, ""odds_under"": 1.93}, ""217.5"": {""label"": 217.5, ""odds_over"": 1.96, ""odds_under"": 1.86}, ""218.5"": {""label"": 218.5, ""odds_over"": 2.05, ""odds_under"": 1.78}, ""219.5"": {""label"": 219.5, ""odds_over"": 2.16, ""odds_under"": 1.7}, ""220.5"": {""label"": 220.5, ""odds_over"": 2.25, ""odds_under"": 1.63}, ""221.5"": {""label"": 221.5, ""odds_over"": 2.38, ""odds_under"": 1.56}, ""222.5"": {""label"": 222.5, ""odds_over"": 2.5, ""odds_under"": 1.5}, ""223.5"": {""label"": 223.5, ""odds_over"": 2.65, ""odds_under"": 1.45}, ""224.5"": {""label"": 224.5, ""odds_over"": 2.8, ""odds_under"": 1.4}, ""225.5"": {""label"": 225.5, ""odds_over"": 3.0, ""odds_under"": 1.35}, ""226.5"": {""label"": 226.5, ""odds_over"": 3.2, ""odds_under"": 1.32}, ""227.5"": {""label"": 227.5, ""odds_over"": 3.4, ""odds_under"": 1.28}, ""228.5"": {""label"": 228.5, ""odds_over"": 3.65, ""odds_under"": 1.24}, ""229.5"": {""label"": 229.5, ""odds_over"": 3.9, ""odds_under"": 1.21}, ""230.5"": {""label"": 230.5, ""odds_over"": 4.2, ""odds_under"": 1.18}}",
2023-05-23,Los Angeles Lakers,Denver Nuggets,111,113,1.62,2.40,https://www.oddsportal.com/basketball/usa/nba-2022-2023/los-angeles-lakers-denver-nuggets-4ACiVJB5/,nba,NBA,2022/2023,"{""213.5"": {""label"": 213.5, ""odds_over"": 1.18, ""odds_under"": 4.2}, ""214.5"": {""label"": 214.5, ""odds_over"": 1.21, ""odds_under"": 3.9}, ""215.5"": {""label"": 215.5, ""odds_over"": 1.25, ""odds_under"": 3.6}, ""216.5"": {""label"": 216.5, ""odds_over"": 1.28, ""odds_under"": 3.35}, ""217.5"": {""label"": 217.5, ""odds_over"": 1.32, ""odds_under"": 3.15}, ""218.5"": {""label"": 218.5, ""odds_over"": 1.36, ""odds_under"": 2.95}, ""219.5"": {""label"": 219.5, ""odds_over"": 1.42, ""odds_under"": 2.75}, ""220.5"": {""label"": 220.5, ""odds_over"": 1.47, ""odds_under"": 2.6}, ""221.5"": {""label"": 221.5, ""odds_over"": 1.52, ""odds_under"": 2.48}, ""222.5"": {""label"": 222.5, ""odds_over"": 1.58, ""odds_under"": 2.33}, ""223.5"": {""label"": 223.5, ""odds_over"": 1.66, ""odds_under"": 2.23}, ""224.5"": {""label"": 224.5, ""odds_over"": 1.73, ""odds_under"": 2.1}, ""225.5"": {""label"": 225.5, ""odds_over"": 1.82, ""odds_under"": 2.0}, ""226.5"": {""label"": 226.5, ""odds_over"": 1.9, ""odds_under"": 1.92}, ""227.5"": {""label"": 227.5, ""odds_over"": 2.0, ""odds_under"": 1.83}, ""228.5"": {""label"": 228.5, ""odds_over"": 2.1, ""odds_under"": 1.75}, ""229.5"": {""label"": 229.5, ""odds_over"": 2.2, ""odds_under"": 1.67}, ""230.5"": {""label"": 230.5, ""odds_over"": 2.32, ""odds_under"": 1.6}, ""231.5"": {""label"": 231.5, ""odds_over"": 2.45, ""odds_under"": 1.53}, ""232.5"": {""label"": 232.5, ""odds_over"": 2.6, ""odds_under"": 1.48}, ""233.5"": {""label"": 233.5, ""odds_over"": 2.75, ""odds_under"": 1.43}, ""234.5"": {""label"": 234.5, ""odds_over"": 2.9, ""odds_under"": 1.38}, ""235.5"": {""label"": 235.5, ""odds_over"": 3.1, ""odds_under"": 1.33}, ""236.5"": {""label"": 236.5, ""odds_over"": 3.3, ""odds_under"": 1.29}, ""237.5"": {""label"": 237.5, ""odds_over"": 3.55, ""odds_under"": 1.26}, ""238.5"": {""label"": 238.5, ""odds_over"": 3.8, ""odds_under"": 1.22}, ""239.5"": {""label"": 239.5, ""odds_over"": 4.1, ""odds_under"": 1.19}}",
