GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021500302,1610612742,DAL,Dallas,202083,Wesley Matthews,Wesley,G,,41:07,12.0,23.0,0.522,10.0,17.0,0.588,2.0,2.0,1.0,0.0,6.0,6.0,5.0,1.0,1.0,1.0,2.0,36.0,21.0
0021500302,1610612742,DAL,Dallas,1717,Dirk Nowitzki,Dirk,F,,28:11,5.0,8.0,0.625,1.0,1.0,1.0,8.0,10.0,0.8,1.0,5.0,6.0,4.0,0.0,1.0,1.0,0.0,19.0,9.0
0021500302,1610612742,DAL,Dallas,2585,Zaza Pachulia,Zaza,C,,24:29,3.0,6.0,0.5,0.0,0.0,0.0,4.0,5.0,0.8,2.0,5.0,7.0,1.0,1.0,0.0,4.0,1.0,10.0,1.0
0021500302,1610612742,DAL,Dallas,101109,Raymond Felton,Raymond,G,,38:27,5.0,13.0,0.385,1.0,4.0,0.25,0.0,0.0,0.0,0.0,10.0,10.0,6.0,2.0,0.0,5.0,3.0,11.0,8.0
0021500302,1610612742,DAL,Dallas,101114,Deron Williams,Deron,G,,38:54,2.0,12.0,0.167,1.0,4.0,0.25,6.0,6.0,1.0,0.0,7.0,7.0,9.0,1.0,0.0,1.0,2.0,11.0,11.0
0021500302,1610612742,DAL,Dallas,101111,Charlie Villanueva,Charlie,,,14:22,3.0,4.0,0.75,1.0,2.0,0.5,3.0,3.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,2.0,3.0,10.0,-6.0
0021500302,1610612742,DAL,Dallas,2734,Devin Harris,Devin,F,,8:57,3.0,4.0,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0
0021500302,1610612742,DAL,Dallas,1626147,Justin Anderson,Justin,G,,5:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,-6.0
0021500302,1610612742,DAL,Dallas,202379,Jeremy Evans,Jeremy,G,,20:27,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0
0021500302,1610612742,DAL,Dallas,203098,John Jenkins,John,F,,19:59,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,15.0
